The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,Nonfiction Food and Drink Food Science Health History Health Nutrition,,451,The Penguin Press,English,1594200823,9781594200823,https://www.goodreads.com/book/show/3109.The_Omnivore_s_Dilemma,
The History of Love,Nicole Krauss,Fiction Historical Historical Fiction Romance Novels,May 17th 2006,255,Norton,English,0393328627,9780393328622,https://www.goodreads.com/book/show/3867.The_History_of_Love,
Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,Nonfiction Psychology Business Science Self Help,April 3rd 2007,296,Back Bay Books,English,0316010669,9780316010665,https://www.goodreads.com/book/show/40102.Blink,
The White Tiger,Aravind Adiga,Fiction Cultural India Contemporary Asian Literature Indian Literature,,320,Free Press,English,1416562591,9781416562597,https://www.goodreads.com/book/show/1768603.The_White_Tiger,
Empire Falls,Richard Russo,Fiction Contemporary,April 12th 2002,483,Vintage,English,0375726403,9780375726408,https://www.goodreads.com/book/show/187020.Empire_Falls,
Dress Your Family in Corduroy and Denim,David Sedaris,Humor Nonfiction Autobiography Memoir Writing Essays Short Stories,January 1st 2004,272,Little Brown & Co.,English,0965904830,9780965904834,https://www.goodreads.com/book/show/10176.Dress_Your_Family_in_Corduroy_and_Denim,
Eats; Shoots & Leaves: The Zero Tolerance Approach to Punctuation,Lynne Truss,Nonfiction Language Writing Humanities Language Reference Humor,April 2006,209,The Penguin Group,English,1592402038,9781592402038,https://www.goodreads.com/book/show/8600.Eats_Shoots_Leaves,
The Story of Edgar Sawtelle,David Wroblewski,Fiction Animals Dogs Animals Adult Fiction,June 1st 2008,566,Ecco,English,0061374229,9780061374227,https://www.goodreads.com/book/show/2731276-the-story-of-edgar-sawtelle,
Gilead,Marilynne Robinson,Fiction Historical Historical Fiction Religion Literature,January 10th 2006,282,Picador USA,English,031242440X,9780312424404,https://www.goodreads.com/book/show/68210.Gilead,
John Adams,David McCullough,History Biography Nonfiction North American Hi... American History Politics Presidents,May 22nd 2001,751,Simon & Schuster Paperbacks,English,0743223136,9780743223133,https://www.goodreads.com/book/show/2203.John_Adams,
The Year of Magical Thinking,Joan Didion,Nonfiction Autobiography Memoir Biography Biography Memoir,February 13th 2007,227,Vintage,English,1400078431,9781400078431,https://www.goodreads.com/book/show/7815.The_Year_of_Magical_Thinking,
A Million Little Pieces,James Frey,Nonfiction Biography Autobiography Memoir,September 22nd 2005,432,Anchor Books,English,0307276902,9780307276902,https://www.goodreads.com/book/show/1241.A_Million_Little_Pieces,
Looking for Alaska,John Green,Young Adult Fiction Contemporary Romance,December 28th 2006,221,Speak,English,0142402516,9780142402511,https://www.goodreads.com/book/show/99561.Looking_for_Alaska,
god is Not Great: How Religion Poisons Everything,Christopher Hitchens,Nonfiction Religion Religion Atheism Science Politics,,307,Twelve,English,0446579807,9780446579803,https://www.goodreads.com/book/show/43369.god_is_Not_Great,
Dead Until Dark,Charlaine Harris,Fantasy Paranormal Vampires Fantasy Paranormal Fantasy Urban Fantasy Romance Fiction Mystery,May 1st 2001,292,Ace Books,English,0441008534,9780441008537,https://www.goodreads.com/book/show/301082.Dead_Until_Dark,
A Visit from the Goon Squad,Jennifer Egan,Fiction Contemporary Music Short Stories,June 8th 2010,288,Knopf,English,0307592839,9780307592835,https://www.goodreads.com/book/show/7331435-a-visit-from-the-goon-squad,
Uglies,Scott Westerfeld,Young Adult Science Fiction Dystopia Science Fiction Fiction,February 8th 2005,425,Simon Pulse,English,0689865384,9780689865381,https://www.goodreads.com/book/show/24770.Uglies,
City of Fallen Angels,Cassandra Clare,Fantasy Young Adult Fantasy Paranormal Romance,April 5th 2011,424,Simon & Schuster Children's; Margaret K. McElderry Books,English,1442403543,9781442403543,https://www.goodreads.com/book/show/6752378-city-of-fallen-angels,
Let the Great World Spin,Colum McCann,Fiction Historical Historical Fiction New York Book Club,June 23rd 2009,351,Random House (NY),English,1400063736,9781400063734,https://www.goodreads.com/book/show/5941033-let-the-great-world-spin,
Running with Scissors,Augusten Burroughs,Autobiography Memoir Nonfiction Biography Humor,June 30th 2003,304,Picador USA,English,031242227X,9780312422271,https://www.goodreads.com/book/show/242006.Running_with_Scissors,
Me Before You,Jojo Moyes,Romance Fiction Audiobook Contemporary Love Womens Fiction Chick Lit European Literature British Literature Death Did Not Finish Adult,December 31st 2012,369,Pamela Dorman Books/Viking,English,0670026603,9780670026609,https://www.goodreads.com/book/show/15507958-me-before-you,
The Yiddish Policemen's Union,Michael Chabon,Fiction Mystery Adult Science Fiction Dystopia Science Fiction,May 1st 2007,414,HarperCollins,English,0007149824,9780007149827,https://www.goodreads.com/book/show/16703.The_Yiddish_Policemen_s_Union,
The Tales of Beedle the Bard,J.K. Rowling,Fantasy Young Adult Fiction Short Stories Childrens,December 4th 2008,109,Bloomsbury,English,0747599874,9780747599876,https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard,
Wolf Hall,Hilary Mantel,Historical Historical Fiction Fiction Historical Abandoned,,653,HarperCollins Publishers Ltd,English,0007230206,9780007230204,https://www.goodreads.com/book/show/6101138-wolf-hall,
The Passage,Justin Cronin,Horror Science Fiction Fiction Audiobook Fantasy,June 8th 2010,766,Ballantine Books,English,0345504968,9780345504968,https://www.goodreads.com/book/show/6690798-the-passage,
The Invention of Hugo Cabret,Brian Selznick,Historical Historical Fiction Fiction Young Adult Childrens Sequential Art Graphic Novels,March 2007,525,Scholastic Press,English,0439813786,9780439813785,https://www.goodreads.com/book/show/9673436-the-invention-of-hugo-cabret,
Inkheart,Cornelia Funke Anthea Bell,Young Adult Fantasy Fiction,June 1st 2005,548,Scholastic Paperbacks,English,0439709105,9780439709101,https://www.goodreads.com/book/show/28194.Inkheart,
Miss Peregrine’s Home for Peculiar Children,Ransom Riggs,Fantasy Young Adult Fiction Fantasy Paranormal,June 7th 2011,352,Quirk,English,1594744769,9781594744761,https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children,
Hotel on the Corner of Bitter and Sweet,Jamie Ford,Historical Historical Fiction Fiction Historical Book Club Romance War World War II Adult Fiction War Audiobook Young Adult Coming Of Age,January 27th 2009,290,Ballantine Books,English,0345505336,9780345505330,https://www.goodreads.com/book/show/3367956-hotel-on-the-corner-of-bitter-and-sweet,
The Ocean at the End of the Lane,Neil Gaiman,Fiction Fantasy Horror Magical Realism Adult,June 18th 2013,181,William Morrow Books,English,0062255657,9780062255655,https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane,
The Eyre Affair,Jasper Fforde,Fantasy Fiction Mystery Humor Science Fiction,February 25th 2003,374,Penguin Books,English,0142001805,9780142001806,https://www.goodreads.com/book/show/27003.The_Eyre_Affair,
Little Bee,Chris Cleave,Historical Historical Fiction Fiction Adult Fiction Contemporary Adult Book Club European Literature British Literature,February 16th 2010,266,Simon  Schuster,English,1416589643,9781416589648,https://www.goodreads.com/book/show/6948436-little-bee,
Shutter Island,Dennis Lehane,Mystery Fiction Thriller Horror Suspense,April 27th 2004,369,HarperTorch,English,038073186X,9780380731862,https://www.goodreads.com/book/show/21686.Shutter_Island,
Spirit Bound,Richelle Mead,Young Adult Fantasy Paranormal Paranormal Vampires Fantasy Romance,May 18th 2010,489,Penguin Razorbill,English,1595142509,9781595142504,https://www.goodreads.com/book/show/6479259-spirit-bound,
Black Swan Green,David Mitchell,Fiction Young Adult Coming Of Age Contemporary Young Adult Literary Fiction,February 27th 2007,304,Random House,English,0812974018,9780812974010,https://www.goodreads.com/book/show/14316.Black_Swan_Green,
1Q84,Haruki Murakami Jay Rubin Philip Gabriel,Fiction Fantasy Cultural Japan Magical Realism Science Fiction Asian Literature Japanese Literature Contemporary Abandoned Literature Novels,October 25th 2011,925,Knopf,English,0307593312,9780307593313,https://www.goodreads.com/book/show/10357575-1q84,
The Forgotten Garden,Kate Morton,Fiction Historical Historical Fiction Historical Cultural Australia Romance,June 1st 2008,648,Pan Books,English,0330449605,9780330449601,https://www.goodreads.com/book/show/3407877-the-forgotten-garden,
Mystic River,Dennis Lehane,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Suspense,February 1st 2001,416,William Morrow Paperbacks,English,0060584750,9780060584757,https://www.goodreads.com/book/show/21671.Mystic_River,
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,Nonfiction Food and Drink Food Health Sociology Politics History Science Academic School Health Nutrition Cultural,July 5th 2005,399,Harper Perennial,English,0060838582,9780060838584,https://www.goodreads.com/book/show/1097.Fast_Food_Nation,
Delirium,Lauren Oliver,Young Adult Science Fiction Dystopia Romance,February 7th 2012,441,HarperCollins,English,0061726834,9780061726835,https://www.goodreads.com/book/show/11614718-delirium,
The Lost Hero,Rick Riordan,Fantasy Young Adult Fantasy Mythology Fiction Adventure Childrens Middle Grade Mythology Greek Mythology Childrens Fantasy Urban Fantasy Fantasy Magic,October 12th 2010,557,Disney-Hyperion Books,English,142311339X,9781423113393,https://www.goodreads.com/book/show/7736182-the-lost-hero,
2666,Roberto Bolaño Natasha Wimmer,Fiction Literature Novels European Literature Spanish Literature Abandoned,September 1st 2009,898,Picador USA,English,0312429215,9780312429218,https://www.goodreads.com/book/show/6372225-2666,
Suite Française,Irène Némirovsky Sandra Smith,Historical Historical Fiction Cultural France War World War II War Historical,April 10th 2007,431,Vintage,English,1400096278,9781400096275,https://www.goodreads.com/book/show/43944.Suite_Fran_aise,
Fingersmith,Sarah Waters,Historical Historical Fiction Fiction Lgbt Historical Mystery Romance,October 1st 2002,582,Riverhead Books,English,1573229725,9781573229722,https://www.goodreads.com/book/show/45162.Fingersmith,
Saturday,Ian McEwan,Fiction Contemporary European Literature British Literature Literature,April 11th 2006,289,Anchor,English,1400076196,9781400076192,https://www.goodreads.com/book/show/5015.Saturday,
One Day,David Nicholls,Fiction Romance Contemporary Womens Fiction Chick Lit,June 11th 2009,435,Hodder & Stoughton,English,0340896965,9780340896969,https://www.goodreads.com/book/show/6280118-one-day,
Fifty Shades of Grey,E.L. James,Romance Fiction Adult Fiction Erotica Erotica Bdsm Adult,May 25th 2011,356,Vintage,English,1612130291,9781612130293,https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey,
The Blind Assassin,Margaret Atwood,Fiction Historical Historical Fiction Mystery Cultural Canada,September 3rd 2001,637,Virago Press Ltd,English,1860498809,9781860498800,https://www.goodreads.com/book/show/78433.The_Blind_Assassin,
Prodigy,Marie Lu,Young Adult Science Fiction Dystopia Romance,January 29th 2013,371,Putnam Juvenile,English,0399256768,9780399256769,https://www.goodreads.com/book/show/13414446-prodigy,
Wolves of the Calla,Stephen King Bernie Wrightson,Horror Fantasy Science Fiction,February 1st 2006,931,Pocket Books,English,141651693X,9781416516934,https://www.goodreads.com/book/show/4978.Wolves_of_the_Calla,
Child 44,Tom Rob Smith,Fiction Mystery Cultural Russia Historical Historical Fiction Historical Thriller,April 1st 2009,509,Grand Central Publishing,English,0446402397,9780446402392,https://www.goodreads.com/book/show/2161733.Child_44,
Go Set a Watchman,Harper Lee,Fiction Historical Historical Fiction Classics,July 14th 2015,278,HarperCollins,English,0062409859,9780062409850,https://www.goodreads.com/book/show/24817626-go-set-a-watchman,
Cosmopolis,Don DeLillo,Fiction Contemporary Novels Literature American Literature Literary Fiction New York American Americana Literature 21st Century Abandoned,,209,Picador,English,0330412744,9780330412742,https://www.goodreads.com/book/show/28703.Cosmopolis,
Heart-Shaped Box,Joe Hill,Horror Fiction Thriller Fantasy Paranormal Paranormal Ghosts Fantasy Supernatural Fantasy,February 13th 2007,376,William Morrow,English,0061147931,9780061147937,https://www.goodreads.com/book/show/153025.Heart_Shaped_Box,
Night Fall,Nelson DeMille,Fiction Thriller Mystery Suspense,November 1st 2005,692,Vision,English,0446616621,9780446616621,https://www.goodreads.com/book/show/93788.Night_Fall,
Haunted,Chuck Palahniuk,Fiction Horror Short Stories Contemporary,April 11th 2006,419,Anchor,English,1400032822,9781400032822,https://www.goodreads.com/book/show/22288.Haunted,
The First Fifteen Lives of Harry August,Claire North,Science Fiction Fiction Fantasy Science Fiction Time Travel,October 21st 2014,405,Redhook,English,0316399620,9780316399623,https://www.goodreads.com/book/show/20706317-the-first-fifteen-lives-of-harry-august,
Europe Central,William T. Vollmann,Fiction Historical Historical Fiction Literature Novels,December 1st 2005,811,Penguin,English,0143036599,9780143036593,https://www.goodreads.com/book/show/12398.Europe_Central,
Ruby Red,Kerstin Gier Anthea Bell,Fantasy Young Adult Science Fiction Time Travel Romance Historical Historical Fiction,May 10th 2011,324,Henry Holt,English,0805092528,9780805092523,https://www.goodreads.com/book/show/8835379-ruby-red,
The Snowman,Jo Nesbø Don Bartlett,Mystery Mystery Crime Fiction Thriller European Literature Scandinavian Literature Thriller Mystery Thriller,May 10th 2011,383,Knopf,English,0307595862,9780307595867,https://www.goodreads.com/book/show/9572203-the-snowman,
Nothing to Envy: Ordinary Lives in North Korea,Barbara Demick,Nonfiction History Politics Cultural Asia,December 29th 2009,316,Spiegel & Grau,English,0385523904,9780385523905,https://www.goodreads.com/book/show/6178648-nothing-to-envy,
The Short Second Life of Bree Tanner,Stephenie Meyer,Young Adult Fantasy Paranormal Vampires Fantasy Paranormal Fiction,June 5th 2010,178,Little; Brown and Company,English,031612558X,9780316125581,https://www.goodreads.com/book/show/7937462-the-short-second-life-of-bree-tanner,
The Storied Life of A.J. Fikry,Gabrielle Zevin,Fiction Contemporary Writing Books About Books Adult Adult Fiction,April 1st 2014,260,Algonquin Books,English,1616203218,9781616203214,https://www.goodreads.com/book/show/18293427-the-storied-life-of-a-j-fikry,
Darkmans,Nicola Barker,Fiction Fantasy Literature Abandoned Contemporary,May 1st 2007,838,Fourth Estate (GB),English,0007193629,9780007193622,https://www.goodreads.com/book/show/1139452.Darkmans,
On the Island,Tracey Garvis-Graves,Romance Romance Contemporary Romance Womens Fiction Chick Lit New Adult Adult Contemporary,August 16th 2012,346,Penguin,English,1405910216,9781405910217,https://www.goodreads.com/book/show/15505346-on-the-island,
Evernight,Claudia Gray,Young Adult Paranormal Vampires Fantasy Fantasy Paranormal Romance,February 10th 2009,327,HarperTeen,English,0061284394,9780061284397,https://www.goodreads.com/book/show/2722413-evernight,
The Golem and the Jinni,Helene Wecker,Fantasy Historical Historical Fiction Fiction Historical Magical Realism,April 23rd 2013,486,Harper,English,0062110837,9780062110831,https://www.goodreads.com/book/show/15819028-the-golem-and-the-jinni,
Skipping Christmas,John Grisham,Fiction Holiday Christmas Humor Holiday,November 6th 2004,198,Arrow,English,0099481685,9780099481683,https://www.goodreads.com/book/show/5357.Skipping_Christmas,
102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,Jim  Dwyer Kevin Flynn,Nonfiction History North American Hi... American History War Terrorism,January 12th 2005,322,Times Books,English,0805076824,9780805076820,https://www.goodreads.com/book/show/699094.102_Minutes,
Thud!,Terry Pratchett,Fiction Humor,October 2nd 2006,439,Corgi,English,0552152676,9780552152679,https://www.goodreads.com/book/show/62530.Thud_,
Nightshade,Andrea Cremer,Young Adult Fantasy Paranormal Fantasy Shapeshifters Werewolves Romance,October 19th 2010,452,Philomel,English,039925482X,9780399254826,https://www.goodreads.com/book/show/7402393-nightshade,
Lover Awakened,J.R. Ward,Fantasy Paranormal Romance Paranormal Romance Romance Paranormal Vampires Fantasy Urban Fantasy,September 5th 2006,448,Signet,English,0451219368,9780451219367,https://www.goodreads.com/book/show/42900.Lover_Awakened,
The Hero of Ages,Brandon Sanderson,Fantasy Fiction Fantasy Epic Fantasy Fantasy High Fantasy,October 14th 2008,572,Tor Books,English,0765316897,9780765316899,https://www.goodreads.com/book/show/2767793-the-hero-of-ages,
Altered Carbon,Richard K. Morgan,Science Fiction Science Fiction Cyberpunk Fiction Mystery Mystery Noir Thriller Mystery Crime Science Fiction Fantasy Fantasy Science Fiction Dystopia,February 28th 2006,526,Del Rey Books,English,0345457692,9780345457691,https://www.goodreads.com/book/show/40445.Altered_Carbon,
America (The Book): A Citizen's Guide to Democracy Inaction,Jon Stewart Ben Karlin David Javerbaum Rich Bloomquist Steve Bodow Tim Carvell Eric Drysdale J.R. Havlan,Humor Nonfiction Politics Humor Comedy History,,228,Allen Lane,English,0713998946,9780713998948,https://www.goodreads.com/book/show/706.America_The_Book_,
Genghis: Birth of an Empire,Conn Iggulden,Historical Historical Fiction Fiction Historical,March 2008,528,Dell Publishing Company,English,0440243904,9780440243908,https://www.goodreads.com/book/show/1279686.Genghis,
Switched,Amanda Hocking,Fantasy Young Adult Fantasy Paranormal Romance Romance Paranormal Romance Fantasy Urban Fantasy Fantasy Supernatural Fantasy Magic Fiction Young Adult Teen,July 12th 2010,304,CreateSpace,English,1453688935,9781453688939,https://www.goodreads.com/book/show/8564935-switched,
Something Borrowed,Emily Giffin,Womens Fiction Chick Lit Romance Fiction Contemporary,June 1st 2004,322,St. Martin's Press,English,031232118X,9780312321185,https://www.goodreads.com/book/show/42156.Something_Borrowed,
A Little Life,Hanya Yanagihara,Fiction Contemporary Literary Fiction,March 10th 2015,720,Doubleday,English,0385539258,9780385539258,https://www.goodreads.com/book/show/22822858-a-little-life,
Unless,Carol Shields,Fiction Cultural Canada Contemporary Novels Literary Fiction Literature Canadian Literature Literature Adult Fiction Family Abandoned,May 1st 2003,336,Fourth Estate (GB),English,0007154615,9780007154616,https://www.goodreads.com/book/show/74462.Unless,
Awakened,P.C. Cast Kristin Cast,Paranormal Vampires Young Adult Fantasy,January 4th 2011,290,St. Martin's Griffin,English,0312650248,9780312650247,https://www.goodreads.com/book/show/8652190-awakened,
Youth,J.M. Coetzee,Fiction Cultural Africa Nobel Prize,October 7th 2003,176,Penguin Books,English,0142002003,9780142002001,https://www.goodreads.com/book/show/6200.Youth,
Case Histories,Kate Atkinson,Mystery Fiction Mystery Crime Thriller Mystery Thriller,October 17th 2005,389,Back Bay Books,English,0316010707,9780316010702,https://www.goodreads.com/book/show/16243.Case_Histories,
I am Charlotte Simmons,Tom Wolfe,Fiction Contemporary Novels Academic College,August 30th 2005,738,Picador,,,9780312424442,https://www.goodreads.com/book/show/231.I_am_Charlotte_Simmons,
The 5th Wave,Rick Yancey,Young Adult Science Fiction Science Fiction Dystopia,May 7th 2013,457,G.P. Putnam's Sons Books for Young Readers,English,0399162410,9780399162411,https://www.goodreads.com/book/show/16101128-the-5th-wave,
Garden Spells,Sarah Addison Allen,Fiction Fantasy Magical Realism Romance Womens Fiction Chick Lit Fantasy Magic,August 28th 2007,304,Bantam,English,0553805487,9780553805482,https://www.goodreads.com/book/show/1158967.Garden_Spells,
Pattern Recognition,William Gibson,Science Fiction Fiction Science Fiction Cyberpunk Mystery,February 2005,367,Berkley Books,English,0425198685,9780425198681,https://www.goodreads.com/book/show/22320.Pattern_Recognition,
Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson,Abandoned Biography Memoir Book Club Mental Health Mental Illness Autobiography Memoir,April 17th 2012,318,Amy Einhorn: Putnam,English,0399159010,9780399159015,https://www.goodreads.com/book/show/12868761-let-s-pretend-this-never-happened,
The Raw Shark Texts,Steven Hall,Fiction Fantasy Science Fiction Mystery,April 10th 2007,427,Canongate Books,English,1841959111,9781841959115,https://www.goodreads.com/book/show/144800.The_Raw_Shark_Texts,
Station Eleven,Emily St. John Mandel,Fiction Science Fiction Science Fiction Dystopia Apocalyptic Post Apocalyptic,September 9th 2014,336,Knopf,English,0385353308,9780385353304,https://www.goodreads.com/book/show/20170404-station-eleven,
My Life in France,Julia Child Alex Prud'Homme,Autobiography Memoir Nonfiction Food and Drink Food Biography Cultural France Travel Food and Drink Cooking Food and Drink Cookbooks Biography Autobiography Audiobook,April 4th 2006,302,Knopf Publishing Group,English,1400043468,9781400043460,https://www.goodreads.com/book/show/5084.My_Life_in_France,
Fade,Lisa McMann,Young Adult Fantasy Paranormal Fantasy Romance,February 10th 2009,248,Simon Pulse,English,1416953582,9781416953586,https://www.goodreads.com/book/show/3657138-fade,
It's Kind of a Funny Story,Ned Vizzini,Young Adult Fiction Contemporary Health Mental Health Mental Health Mental Illness Realistic Fiction Romance Psychology Humor Young Adult Teen,May 1st 2007,444,Miramax,English,078685197X,9780786851973,https://www.goodreads.com/book/show/248704.It_s_Kind_of_a_Funny_Story,
Nights in Rodanthe,Nicholas Sparks,Romance Fiction Womens Fiction Chick Lit Contemporary,August 2004,222,Warner Books,English,0446612707,9780553813951,https://www.goodreads.com/book/show/15926.Nights_in_Rodanthe,
Full Dark; No Stars,Stephen King,Horror Fiction Short Stories Thriller Suspense Mystery Fantasy Audiobook Anthologies Mystery Crime,November 9th 2010,368,Scribner Book Company,English,1439192561,9781439192566,https://www.goodreads.com/book/show/7912007-full-dark-no-stars,
A Mercy,Toni Morrison,Fiction Historical Historical Fiction Cultural African American Historical,November 11th 2008,167,Knopf,English,0307264238,9780307264237,https://www.goodreads.com/book/show/3009435-a-mercy,
The Goose Girl,Shannon Hale,Fantasy Young Adult Fantasy Fairy Tales Romance Fiction,May 1st 2005,383,Bloomsbury Publishing PLC,English,1582349908,9781582349909,https://www.goodreads.com/book/show/179064.The_Goose_Girl,
Burned,P.C. Cast Kristin Cast,Young Adult Fantasy Paranormal,April 27th 2010,323,Atom,English,1905654944,9781905654949,https://www.goodreads.com/book/show/6917952-burned,
Forever,Maggie Stiefvater,Young Adult Fantasy Fantasy Paranormal Romance Shapeshifters Werewolves,July 12th 2011,388,Scholastic Press,English,0545259088,9780545259088,https://www.goodreads.com/book/show/9409458-forever,
Kushiel's Dart,Jacqueline Carey,Fantasy Romance Fiction Fantasy Epic Fantasy Adult Fiction Erotica,September 5th 2003,1015,Tor Fantasy,English,0330493744,9780330493741,https://www.goodreads.com/book/show/153008.Kushiel_s_Dart,
Star of the Sea,Joseph O'Connor,Historical Historical Fiction Fiction Cultural Ireland European Literature Irish Literature Historical Mystery Book Club Novels Literature Literary Fiction,March 8th 2004,432,Mariner Books,,,9780156029667,https://www.goodreads.com/book/show/147848.Star_of_the_Sea,
Obsidian,Jennifer L. Armentrout,Young Adult Fantasy Paranormal Romance Fantasy Science Fiction Aliens Science Fiction Romance Paranormal Romance,May 8th 2012,335,Entangled Teen,English,1620610078,9781620610077,https://www.goodreads.com/book/show/12578077-obsidian,
I'd Tell You I Love You; But Then I'd Have to Kill You,Ally Carter,Young Adult Romance Mystery Contemporary Fiction,April 25th 2006,284,Disney-Hyperion,English,1423100034,9781423100034,https://www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You,
For One More Day,Mitch Albom,Fiction Inspirational Contemporary,September 26th 2006,208,Hachette Books,English,1401303277,9781401303273,https://www.goodreads.com/book/show/10929.For_One_More_Day,
Beautiful Ruins,Jess Walter,Fiction Historical Historical Fiction Cultural Italy Romance,June 12th 2012,337,Harper,English,0061928127,9780061928123,https://www.goodreads.com/book/show/11447921-beautiful-ruins,
The Art of Fielding,Chad Harbach,Fiction Sports and Games Sports Sports Baseball Contemporary,September 7th 2011,512,Little; Brown and Company,English,0316126691,9780316126694,https://www.goodreads.com/book/show/10996342-the-art-of-fielding,
Three Junes,Julia Glass,Fiction Book Club Contemporary,April 22nd 2003,368,Anchor,English,0385721420,9780385721424,https://www.goodreads.com/book/show/227593.Three_Junes,
The Tiger's Wife,Téa Obreht,Fiction Historical Historical Fiction Magical Realism Literary Fiction,March 8th 2011,338,Random House,English,0385343833,9780385343831,https://www.goodreads.com/book/show/8366402-the-tiger-s-wife,
Wildalone,Krassi Zourkova,Fantasy Romance Fiction Fantasy Paranormal New Adult Fantasy Mythology Young Adult,January 6th 2015,384,William Morrow,,,9780062328021,https://www.goodreads.com/book/show/20483100-wildalone,
Matterhorn,Karl Marlantes,Fiction Historical Historical Fiction War War Military,April 1st 2009,663,El Leon Literary Arts,English,0979528534,9780979528538,https://www.goodreads.com/book/show/6411016-matterhorn,
Those Who Save Us,Jenna Blum,Historical Historical Fiction Fiction World War II Holocaust War World War II Historical,May 2nd 2005,479,Harcourt Books,English,0156031663,9780156031660,https://www.goodreads.com/book/show/49465.Those_Who_Save_Us,
The Sea,John Banville,Fiction Cultural Ireland European Literature Irish Literature,August 15th 2006,195,Vintage,English,1400097029,9781400097029,https://www.goodreads.com/book/show/3656.The_Sea,
All Together Dead,Charlaine Harris,Fantasy Paranormal Vampires Fantasy Paranormal Fantasy Urban Fantasy Fiction Romance Mystery,May 1st 2007,323,Ace,English,0441014941,9780441014941,https://www.goodreads.com/book/show/140075.All_Together_Dead,
From Dead to Worse,Charlaine Harris,Paranormal Vampires Fantasy Fantasy Paranormal Fantasy Urban Fantasy Fiction Romance Mystery,May 6th 2008,359,Ace,English,0441015891,9780441015894,https://www.goodreads.com/book/show/2233407.From_Dead_to_Worse,
The Wedding,Nicholas Sparks,Romance Fiction Womens Fiction Chick Lit Contemporary,August 1st 2005,276,Vision,English,0446615862,9780446615860,https://www.goodreads.com/book/show/3466.The_Wedding,
The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,Contemporary Fiction European Literature British Literature Adult Fiction Book Club Audiobook Adult Novels Literary Fiction Travel,July 24th 2012,320,Random House,English,0812993292,9780812993295,https://www.goodreads.com/book/show/13227454-the-unlikely-pilgrimage-of-harold-fry,
Teacher Man,Frank McCourt,Nonfiction Autobiography Memoir Biography Education Biography Autobiography,September 19th 2006,272,Scribner Book Company,English,0743243781,9780743243780,https://www.goodreads.com/book/show/4909.Teacher_Man,
The Sisters Brothers,Patrick deWitt Marcelo Barbão,Fiction Historical Historical Fiction Westerns Historical Cultural Canada,April 26th 2011,328,Ecco,English,0062041266,9780062041265,https://www.goodreads.com/book/show/9850443-the-sisters-brothers,
The Selection,Kiera Cass,Young Adult Romance Science Fiction Dystopia Fantasy,April 24th 2012,336,HarperTeen,English,0062059939,9780062059932,https://www.goodreads.com/book/show/10507293-the-selection,
Legend,Marie Lu,Young Adult Romance Fantasy Science Fiction Fiction Adventure,November 29th 2011,305,Putnam Juvenile,English,039925675X,9780399256752,https://www.goodreads.com/book/show/9275658-legend,
On Chesil Beach,Ian McEwan,Fiction Historical Historical Fiction Contemporary Literary Fiction European Literature British Literature Literature Novels Romance Adult Fiction Adult,March 23rd 2007,166,Jonathan Cape,English,0224081187,9780224081184,https://www.goodreads.com/book/show/815309.On_Chesil_Beach,
Against the Day,Thomas Pynchon,Fiction Historical Historical Fiction Literature Science Fiction Steampunk,November 21st 2006,1085,Penguin Press,English,159420120X,9781594201202,https://www.goodreads.com/book/show/409.Against_the_Day,
Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,Nonfiction Sports and Games Sports Sports Baseball Business Biography,March 17th 2004,317,W. W. Norton  Company,English,0393324818,9780393324815,https://www.goodreads.com/book/show/1301.Moneyball,
The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,Nonfiction History Business Economics Politics,April 18th 2006,616,Farrar; Straus and Giroux (NY),English,0374292795,9780374292799,https://www.goodreads.com/book/show/1911.The_World_Is_Flat,
The Dive From Clausen's Pier,Ann Packer,Fiction Contemporary Womens Fiction Chick Lit,April 8th 2003,432,Vintage,English,0375727132,9780375727139,https://www.goodreads.com/book/show/16059.The_Dive_From_Clausen_s_Pier,
Falling Man,Don DeLillo محمدصادق رئیسی,Fiction Novels Contemporary Literature American Literature,May 15th 2007,246,Scribner,English,1416546022,9781416546023,https://www.goodreads.com/book/show/28700.Falling_Man,
Linger,Maggie Stiefvater,Fantasy Romance Paranormal Romance Young Adult Teen Shapeshifters Werewolves,July 13th 2010,360,Scholastic Press,English,0545123283,9780545123280,https://www.goodreads.com/book/show/6654313-linger,
